raw_relation,normalized_relation,count
HAS_UPPER_LIMIT_AT,HAS_OR_EXHIBITS,1
PROPOSED_METHOD_FOR_DETERMINING,OTHER,1
UPDATED_METHOD_FOR_DETERMINING,OTHER,1
WAS_ORIGINAL_BASIS_FOR,OTHER,1
ASSUMED_EQUIVALENT_TO,OTHER,1
APPROXIMATED_FOR,OTHER,1
PRESERVED_BECAUSE_NOT_EXPOSED_TO,CAUSES_OR_CONTRIBUTES_TO,1
MAY_BE_WEAKLY_COUPLED_TO,OTHER,1
CATCHES_UP_IN,OTHER,1
INCLUDES_LatticeDistortion,CONTAINS_OR_PART_OF,1
INCLUDES_AtomicShuffle,CONTAINS_OR_PART_OF,1
IS_SUPPRESSED_TO_FORM,REDUCES_OR_INHIBITS,1
RESISTS_OR_SUPPRESSES,REDUCES_OR_INHIBITS,1
IS_RESULT_OF,CAUSES_OR_CONTRIBUTES_TO,1
IS_NOT_INFLUENCED_BY,AFFECTS_OR_INFLUENCES,1
PERMITS,OTHER,1
DEVIATES_BELOW,OTHER,1
EXHIBITS_INCREASING_GRAIN_SIZE_WITH,HAS_OR_EXHIBITS,1
HAS_NANOMETRIC_GRAIN_SIZE,HAS_OR_EXHIBITS,1
SHARES_MICROSTRUCTURAL_FEATURE_WITH,HAS_OR_EXHIBITS,1
MEASURES_TRANSFORMATION_OF,OBSERVES_OR_MEASURES,1
DECREASES_IN_INTENSITY,REDUCES_OR_INHIBITS,1
ABSENCE_INDICATES,OBSERVES_OR_MEASURES,1
SPLITTING_DISTANCE_INCREASES_WITH,PROMOTES_OR_INCREASES,1
DEFINES_ERROR_MARGIN_WITH,DESCRIBES_OR_DEFINES,1
SHOWS_CONTINUITY_BETWEEN,OBSERVES_OR_MEASURES,1
DEFINES_MAXIMUM,DESCRIBES_OR_DEFINES,1
RAISES_ENERGY_OF,OTHER,1
MEASURES_DISTORTION_OF,OBSERVES_OR_MEASURES,1
IMPLY_ParallelRelationship,CORRELATES_WITH,1
PATHWAY_NOT_STRAIGHT,OTHER,1
DOMINATES_IN_INITIAL_STAGE,AFFECTS_OR_INFLUENCES,1
INCREASES_RAPIDLY_IN_FINAL_STAGE,PROMOTES_OR_INCREASES,1
REPRESENTS_THEORETICAL_CONDITION,DESCRIBES_OR_DEFINES,1
LACKS_DETECTION_IN,OBSERVES_OR_MEASURES,1
SHOW_NO_SUSTAINED_CHANGE_DURING,OBSERVES_OR_MEASURES,1
ECHOES,OTHER,1
DESYNCHRONIZES,OTHER,1
LESS_AFFECTS,AFFECTS_OR_INFLUENCES,1
USED_TO_SOLVE_FOR,USES_OR_APPLIES_TO,1
CANNOT_FORM_HABIT_PLANE_WITH,PRODUCES_OR_TRANSFORMS_TO,1
MEASURES_ANGLE_BETWEEN,OBSERVES_OR_MEASURES,1
RESOLVES_TO,OTHER,1
SUPPRESSES_MORE_THAN,REDUCES_OR_INHIBITS,1
ANGLE_DECREASES_WITH,REDUCES_OR_INHIBITS,1
GOVERNS_USE_OF,AFFECTS_OR_INFLUENCES,1
ENABLES_REACH,PROMOTES_OR_INCREASES,1
CONTRIBUTES_TO_INCREASE,CAUSES_OR_CONTRIBUTES_TO,1
CONTAINS_LARGER,CONTAINS_OR_PART_OF,1
CONTAINS_SMALLER,CONTAINS_OR_PART_OF,1
INCREASES_THICKNESS_AND_CONCENTRATION_OF,PROMOTES_OR_INCREASES,1
PRODUCES_GAIN_IN,PRODUCES_OR_TRANSFORMS_TO,1
DECREASES_DUE_TO_INCREASED,PROMOTES_OR_INCREASES,1
HAS_LIMIT_OF,HAS_OR_EXHIBITS,1
HAS_PROPERTIES_COMPARABLE_TO,HAS_OR_EXHIBITS,1
IF_HINDERED_IN,REDUCES_OR_INHIBITS,1
RESULTS_IN_THINNER_AND_HIGHER_CONCENTRATION,CAUSES_OR_CONTRIBUTES_TO,1
CAUSES_INCREASE_BY_REDUCING_SURFACE_PR,CAUSES_OR_CONTRIBUTES_TO,1
HAS_LOWER_Curie_TEMPERATURE_THAN,HAS_OR_EXHIBITS,1
WEAKENS_EXCHANGE_COUPLING_BETWEEN,REDUCES_OR_INHIBITS,1
INCREASES_NUCLEATION_FIELD_LEADING_TO_IMPROVEMENT_IN,CAUSES_OR_CONTRIBUTES_TO,1
FORMS_PPT_IN,PRODUCES_OR_TRANSFORMS_TO,1
IRRELEVANT_TO_INHIBITION_OF,REDUCES_OR_INHIBITS,1
CONTAINS_FEWER,CONTAINS_OR_PART_OF,1
HAS_DEEPER,HAS_OR_EXHIBITS,1
MEASURED_UNDER_SAME_CONDITIONS,OBSERVES_OR_MEASURES,1
DIFFERS_IN_VOLTAGE_FROM,COMPARES_WITH,1
USED_TO_PREPARE_SPECIMENS_FOR,USES_OR_APPLIES_TO,1
IS_ABBREVIATED_AS,IS_A,1
IS_COATED_ON,PROCESSED_OR_SUBJECTED_TO,1
IS_MAGNETIZED_AS,OTHER,1
OPPOSES_THEN_ALIGNS_WITH,COMPARES_WITH,1
SHOWS_INCONSISTENCY_BETWEEN,CONTAINS_OR_PART_OF,1
SHOWS_NO_NOTICEABLE_DIFFERENCE_IN,OBSERVES_OR_MEASURES,1
RESULTED_IN_THINNER,CAUSES_OR_CONTRIBUTES_TO,1
INHIBITED,REDUCES_OR_INHIBITS,1
MIGRATED_WITH,OTHER,1
IS_STRONGER_IN,OTHER,1
REMAINS_INSIDE,OTHER,1
MATCHES_POSITION_OF,CORRELATES_WITH,1
OFFSETS_NEGATIVE_EFFECT_OF,OTHER,1
SHOWS_MISMATCH,CORRELATES_WITH,1
OVERCOMES_LIMIT_OF,REDUCES_OR_INHIBITS,1
ACHIEVES_PROPERTIES_COMPARABLE_TO,OTHER,1
BREAKTHROUGHS,OTHER,1
DOMINANTLY_DETERMINES,AFFECTS_OR_INFLUENCES,1
STRUCTURE_IDENTIFIED_BY,OBSERVES_OR_MEASURES,1
SPATIAL_CONFIGURATION_OBSERVED_BY,OBSERVES_OR_MEASURES,1
SPECIMEN_PREPARED_USING,PROCESSED_OR_SUBJECTED_TO,1
ELEMENTAL_DISTRIBUTION_ASSESSED_BY,CONTAINS_OR_PART_OF,1
ARISES_ON,OTHER,1
CAUSES_DESYNCHRONIZATION_IN,CAUSES_OR_CONTRIBUTES_TO,1
INDICATES_VULNERABILITY_OF,OBSERVES_OR_MEASURES,1
CAUSES_ENLARGEMENT_OF,CAUSES_OR_CONTRIBUTES_TO,1
POTENTIALLY_USED_AS,USES_OR_APPLIES_TO,1
REFINES_GRAINS_AND_ENHANCES_PROPERTIES,PROMOTES_OR_INCREASES,1
DIFFERS_IN_TISSUE_PHASE,HAS_OR_EXHIBITS,1
EXHIBITS_SIMILAR_TISSUE_PHASE,HAS_OR_EXHIBITS,1
EXHIBITS_BOND_WEAKENING_DUE_TO,HAS_OR_EXHIBITS,1
REVEALED_DIFFUSION_IN,OBSERVES_OR_MEASURES,1
REVEALED_DIFFUSION_FROM,OBSERVES_OR_MEASURES,1
MAPPINGS_OF,OTHER,1
DATA_PROCESSED_BY,PROCESSED_OR_SUBJECTED_TO,1
REQUIRES_TRANSIT_THROUGH,DEPENDS_ON_OR_REQUIRES,1
DIFFUSES_AT_LOWER_TEMPERATURE_THAN,USES_OR_APPLIES_TO,1
ENABLED_AT_LOWER_TEMPERATURE_THAN,PROMOTES_OR_INCREASES,1
REPLENISHES,OTHER,1
CONTRIBUTES_TO_BONDING_OF,CAUSES_OR_CONTRIBUTES_TO,1
INACTIVE_AT,OTHER,1
OCCURS_AT_HIGHER_TEMPERATURE_THAN,LOCATED_OR_OCCURS_IN,1
AFFECTS_LESS_THAN,AFFECTS_OR_INFLUENCES,1
INDICATED_NEAR,OBSERVES_OR_MEASURES,1
EXHIBITS_LOW_DIFFRACTION_DEVIATION_WITH,HAS_OR_EXHIBITS,1
PREDICTS_NOTION_TESTED_BY,OBSERVES_OR_MEASURES,1
DIFFUSED_OUT,USES_OR_APPLIES_TO,1
NOT_REPLENISHED_BY,OTHER,1
FAILS_TO_REPLENISH,OTHER,1
INCORPORATED_AT,CONTAINS_OR_PART_OF,1
MEASURES_DISTRIBUTION_OF,OBSERVES_OR_MEASURES,1
MAPPINGS,OTHER,1
DISSOLVES_TO,PRODUCES_OR_TRANSFORMS_TO,1
JOINTLY_DETERMINE,AFFECTS_OR_INFLUENCES,1
QUESTIONS_APPLICABILITY_OF,USES_OR_APPLIES_TO,1
DOES_NOT_REQUIRE_REDUCTION_OF,REDUCES_OR_INHIBITS,1
INCORPORATED_AS,CONTAINS_OR_PART_OF,1
CONVERGED_TO,OTHER,1
HAS_HIGHER_VALUE_OF_THAN,HAS_OR_EXHIBITS,1
IS_EVALUATED_WITH,OBSERVES_OR_MEASURES,1
CONTAINS_SECONDARY_PHASES,CONTAINS_OR_PART_OF,1
HAS_SMALLER_RADIUS_THAN,HAS_OR_EXHIBITS,1
EXHIBITS_CHARGE_TRANSFER_WITH,HAS_OR_EXHIBITS,1
HAS_BASE,HAS_OR_EXHIBITS,1
DESIGNED_TO_SATISFY,OTHER,1
CHARACTERIZES_DEGRADATION_BY,REDUCES_OR_INHIBITS,1
ENHANCES_CHARGE_TRANSFER_IN,PROMOTES_OR_INCREASES,1
REAFFIRMS,OTHER,1
DEPENDS_PARTIALLY_ON,CONTAINS_OR_PART_OF,1
CORRELATES_WITH_INCREASE_IN,PROMOTES_OR_INCREASES,1
EXCITED_AT,OTHER,1
HAS_CONFIDENCE_INTERVAL,HAS_OR_EXHIBITS,1
REPRESENTS_AT,DESCRIBES_OR_DEFINES,1
MOVES_WITHIN,OTHER,1
IS_POSITIONED_FAR_FROM,OTHER,1
FAILS_TO_COUNTERACT,OTHER,1
HAS_LARGER_ATOMIC_VOLUME_THAN,HAS_OR_EXHIBITS,1
IS_ANOMALOUSLY_INCREASED_IN,IS_A,1
INDUCES_ANOMALOUS_INCREASE_IN,CAUSES_OR_CONTRIBUTES_TO,1
HAS_SIX_TIMES_HIGHER_CREEP_LIFE_THAN,HAS_OR_EXHIBITS,1
HAS_FOUR_TIMES_HIGHER_CREEP_LIFE_THAN,HAS_OR_EXHIBITS,1
HAS_LOWER_LIFETIME_THAN,HAS_OR_EXHIBITS,1
CANNOT_BE_FORGED_BELOW,OTHER,1
CANNOT_BE_FORGED_ABOVE,OTHER,1
IS_LIKELY,OTHER,1
HAS_NO_DETRIMENTAL_EFFECT_ON,HAS_OR_EXHIBITS,1
NOT_PRECIPITATED_DURING,PRODUCES_OR_TRANSFORMS_TO,1
DISSOLUTION_TEMPERATURE_EXCEEDS,COMPARES_WITH,1
INTERRUPTS_AT,OTHER,1
PRECIPITATES_MORE_IN,PRODUCES_OR_TRANSFORMS_TO,1
EXPAND_DESIGN_STRATEGY_FOR,OTHER,1
REPRESENTS_MICROSTRUCTURE_OF,DESCRIBES_OR_DEFINES,1
EXTENDED_TO_DESIGN,CONNECTS_OR_FLOWS_TO,1
GENERALLY_INVERSELY_CORRELATED,CORRELATES_WITH,1
SEEKS_TO_PREDICT,MODELS_OR_PREDICTS,1
IS_COHERENTLY_EMBEDDED_IN,OTHER,1
HAS_SLOWER_COARSENING_THAN,HAS_OR_EXHIBITS,1
CALCULATES_PARAMETERS_FOR,MODELS_OR_PREDICTS,1
COMPUTES_PROPERTIES_OF,MODELS_OR_PREDICTS,1
HAS_MICROSTRUCTURE_SIMILAR_TO,HAS_OR_EXHIBITS,1
RESISTS_RECOVERY_BY,REDUCES_OR_INHIBITS,1
EXCEEDS_IN_SPECIFIC_STRENGTH,COMPARES_WITH,1
COMPARABLE_TO_IN_SPECIFIC_STRENGTH,OTHER,1
DESIGNED_BASED_ON,DEPENDS_ON_OR_REQUIRES,1
DETERMINES_AMOUNT_OF,AFFECTS_OR_INFLUENCES,1
MAINTAINS_ORDERED_STRUCTURE_AFTER,OTHER,1
ASSUMED_BY,OTHER,1
REDUCES_CREEP_LIFE_IN,REDUCES_OR_INHIBITS,1
ESTABLISHED_ON,OTHER,1
ACCUMULATE_AND_TANGLE_IN,OTHER,1
PILE_UP_AT_INTERFACE_WITH,CONNECTS_OR_FLOWS_TO,1
CONDITIONS_GENERATION_OF,PRODUCES_OR_TRANSFORMS_TO,1
ACTIVATE_DEFORMATION_MECHANISMS_IN,PROMOTES_OR_INCREASES,1
FORM_STEPS_AT_INTERFACE_WITH,PRODUCES_OR_TRANSFORMS_TO,1
PREDICTS_EXCESSIVE_CANDIDATES_FOR,MODELS_OR_PREDICTS,1
PREDICTS_OCCUPANCY_OF,MODELS_OR_PREDICTS,1
HINDERS_DIFFUSION_TO,REDUCES_OR_INHIBITS,1
ENABLES_MOVEMENT_OF,PROMOTES_OR_INCREASES,1
MATCHES_ELASTIC_MODULUS_OF,CORRELATES_WITH,1
HAS_LATTICE_MISFIT_WITH,HAS_OR_EXHIBITS,1
MAINTAINS_HIGHER_FRACTURE_STRAIN_THAN,OTHER,1
REDUCES_OBSTRUCTION_OF,REDUCES_OR_INHIBITS,1
BECOMES_MORE_STABLE_AFTER_DOPING_WITH,OTHER,1
LEADS_GROWTH_OF,CAUSES_OR_CONTRIBUTES_TO,1
ALTERS_PROPAGATION_PATH_OF,AFFECTS_OR_INFLUENCES,1
PRESENT_BETWEEN,LOCATED_OR_OCCURS_IN,1
HAS_HIGHER_RU_CONCENTRATION_THAN,HAS_OR_EXHIBITS,1
HAS_DEFORMATION_MISMATCH_WITH,HAS_OR_EXHIBITS,1
CONTRIBUTES_PLASTICITY_TO,CAUSES_OR_CONTRIBUTES_TO,1
BEARS_EQUIVALENT_STRESS_AS,OTHER,1
WRAPS,OTHER,1
HAS_BOUNDARY_PHASE,HAS_OR_EXHIBITS,1
OBSTRUCTS_CRACKS_IN,OTHER,1
INCLUDES_DETAIL,CONTAINS_OR_PART_OF,1
APPLICATION_CONSTRAINED_IN,USES_OR_APPLIES_TO,1
DISTRIBUTES_NON_UNIFORMLY_IN,PRODUCES_OR_TRANSFORMS_TO,1
DISTRIBUTES_NON_UNIFORMLY_AT_INTERFACE_WITH,PRODUCES_OR_TRANSFORMS_TO,1
INCREASES_COMPRESSIVE_STRENGTH_AND_FRACTURE_STRAIN_WITH_RU_ADDITION,PROMOTES_OR_INCREASES,1
INCREASES_CONTINUITY_OF,PROMOTES_OR_INCREASES,1
DIMinishes_EFFECTS_OF,OTHER,1
DECREASES_COMPRESSIVE_STRENGTH_AND_FRACTURE_STRAIN_WITH_FURTHER_RU_ADDITION,REDUCES_OR_INHIBITS,1
IS_MORE_CREEP_RESISTANT_THAN,REDUCES_OR_INHIBITS,1
INCLUDES_AS_MORPHOLOGY,CONTAINS_OR_PART_OF,1
EXHIBITS_WEAKER_STABILITY_AFTER_DOPING_WITH,HAS_OR_EXHIBITS,1
INDICATES_SOLUBILIZATION_OF,OBSERVES_OR_MEASURES,1
PROVIDES_CLEARER_DATA_FOR,PROMOTES_OR_INCREASES,1
REVEALS_FRACTURE_MECHANISM_OF,OBSERVES_OR_MEASURES,1
JOINTLY_IMPEDES,CONNECTS_OR_FLOWS_TO,1
CONTAINS_ENRICHMENT_OF,CONTAINS_OR_PART_OF,1
WEAKENED_IN,REDUCES_OR_INHIBITS,1
ALTERS_PATH_OF,AFFECTS_OR_INFLUENCES,1
ENABLES_UNIFORM_STORAGE_OF,PROMOTES_OR_INCREASES,1
DIFFUSION_HINDERED_IN,REDUCES_OR_INHIBITS,1
INCREASES_CONCENTRATION_IN,PROMOTES_OR_INCREASES,1
TOUGHEN,OTHER,1
HINDERS_CRACK_PROPAGATION_AT,REDUCES_OR_INHIBITS,1
ANNIHILATE_SITES_OF,OTHER,1
IMPEDE_THICKENING_OF,OTHER,1
DISCHARGE_INTO,OTHER,1
OCCUPY_SITES_OF,OTHER,1
DECREASE_THICKENING_RATE_OF,REDUCES_OR_INHIBITS,1
REDUCES_STRESSES_FROM,REDUCES_OR_INHIBITS,1
INTERACTS_AT,INTERACTS_WITH,1
EXHIBITS_VIA,HAS_OR_EXHIBITS,1
CLEANED,OTHER,1
SMOOTH,OTHER,1
NESTED_IN,OTHER,1
OCCUR_NEAR,LOCATED_OR_OCCURS_IN,1
CONSTITUTED_BY,OTHER,1
SHARE_MISORIENTATION_WITH,OTHER,1
GENERATED_BY_DEFORMATION_ALONG,PRODUCES_OR_TRANSFORMS_TO,1
FORMED_BY_SHUFFLING,PRODUCES_OR_TRANSFORMS_TO,1
HAS_AXIS_PARALLEL_TO,HAS_OR_EXHIBITS,1
TRANSFORM_BACK_DUE_TO,PRODUCES_OR_TRANSFORMS_TO,1
OCCUR_VIA,LOCATED_OR_OCCURS_IN,1
PERFORMS_SIMULATION_ON,MODELS_OR_PREDICTS,1
EXAMINED_ALONGSIDE,OBSERVES_OR_MEASURES,1
ADDED_TO_COATINGS_FOR,PROCESSED_OR_SUBJECTED_TO,1
PROMOTES_FRAGMENTATION_OF,PROMOTES_OR_INCREASES,1
ALTERS_SEGREGATION_OF,AFFECTS_OR_INFLUENCES,1
HAMPERS,OTHER,1
CO-DOPES_WITH,PROCESSED_OR_SUBJECTED_TO,1
STABILIZES_SCALE_IN,PROMOTES_OR_INCREASES,1
DECREASES_FASTER_IN,REDUCES_OR_INHIBITS,1
DOMINATES_BEFORE,AFFECTS_OR_INFLUENCES,1
PRODUCES_TRAPPED,PRODUCES_OR_TRANSFORMS_TO,1
CAUSES_PRICE_UNCERTAINTY_FOR,CAUSES_OR_CONTRIBUTES_TO,1
HAS_UNEXPLORED_POTENTIAL_IN,HAS_OR_EXHIBITS,1
EXERTS_EFFECTS,OTHER,1
REFINES_MORPHOLOGY,OTHER,1
PILEUPS_IN,OTHER,1
SHOWS_NO_CONFINED_SEGREGATION_AT,OBSERVES_OR_MEASURES,1
IS_NOT_FORMING_ELEMENT_OF,CONTAINS_OR_PART_OF,1
SUPPRESSES_DEGRADATION_BY,REDUCES_OR_INHIBITS,1
REFINES_AND_STRENGTHENS,PROMOTES_OR_INCREASES,1
DRIVE_GROWTH_OF,CAUSES_OR_CONTRIBUTES_TO,1
IS_BALANCED_BY,OTHER,1
HAS_LOWER_CRITICAL_STRAIN_THAN,HAS_OR_EXHIBITS,1
IS_IN_LOWER_SHELF_THAN,OTHER,1
IS_IN_TRANSITION_BELOW_UPPER_SHELF,PRODUCES_OR_TRANSFORMS_TO,1
DOMINATES_AT_LOW_TEMPERATURE,AFFECTS_OR_INFLUENCES,1
DIFFERS_IN_STRAIN_RATE_FROM,COMPARES_WITH,1
INITIALLY_EXHIBITS,HAS_OR_EXHIBITS,1
RATIOS_WITH,OTHER,1
VALIDATE_SIMULATION_OF,MODELS_OR_PREDICTS,1
CAUSES_VARIABILITY,CAUSES_OR_CONTRIBUTES_TO,1
DISTRIBUTE_AT,LOCATED_OR_OCCURS_IN,1
REDUCE_THEN_INCREASE,PROMOTES_OR_INCREASES,1
CENTERED_ON,OTHER,1
EXHIBIT_SMALLER_AND_LESS_DENSE,HAS_OR_EXHIBITS,1
EXHIBIT_LARGER_AND_DENSER,HAS_OR_EXHIBITS,1
INCREASE_SURVIVAL_OF,PROMOTES_OR_INCREASES,1
DEFINED_BY_INTERSECTION_WITH,DESCRIBES_OR_DEFINES,1
DOMINATES_BELOW,AFFECTS_OR_INFLUENCES,1
INDICATES_GROWTH_OF,OBSERVES_OR_MEASURES,1
USED_TO_SCALE,USES_OR_APPLIES_TO,1
APPLIES_ACROSS,USES_OR_APPLIES_TO,1
PROPERTIES_OBTAINED_VIA,OTHER,1
DOES_NOT_REPRODUCE,PRODUCES_OR_TRANSFORMS_TO,1
FACILITATES_DEVELOPMENT_OF,PROMOTES_OR_INCREASES,1
BASE_ON,OTHER,1
INCORPORATES_DISORDER_FROM,CONTAINS_OR_PART_OF,1
CAN_BE_ADJUSTED_IN,OTHER,1
CANNOT_REPLICATE,OTHER,1
DETERMINES_SIZE_OF,AFFECTS_OR_INFLUENCES,1
ADDRESSES_COMPATIBILITY_OF,PROCESSED_OR_SUBJECTED_TO,1
ARE_MUTABLE_ELEMENTS_OF,CONTAINS_OR_PART_OF,1
MODELS_RELATIONSHIP_TO,CORRELATES_WITH,1
HAS_FIXED_VALUE_OF,HAS_OR_EXHIBITS,1
ALLOWS_BONDING_WITH,OTHER,1
GOVERNS_CONNECTION_OF,AFFECTS_OR_INFLUENCES,1
ENSURES_CONTINUITY_OF,OTHER,1
INCLUDES_RULE,CONTAINS_OR_PART_OF,1
ENFORCES_REJECTION,OTHER,1
ESTABLISHES_BOND_WITH,OTHER,1
REFRAINS_FROM_BONDING_WITH,OTHER,1
EVALUATES_BOND_WITH,OBSERVES_OR_MEASURES,1
CAN_BOND_WITH,OTHER,1
ASSIGNED_WITH,OTHER,1
CONTAINS_BEFORE_REMOVAL,CONTAINS_OR_PART_OF,1
TRIGGERS_RESTART_WITH,CAUSES_OR_CONTRIBUTES_TO,1
MOVED_FROM,OTHER,1
HAS_PARENT,HAS_OR_EXHIBITS,1
NO_LONGER_AFFECTS,AFFECTS_OR_INFLUENCES,1
IS_REDEFINED_USING,DESCRIBES_OR_DEFINES,1
ARE_ADJACENT_TO,LOCATED_OR_OCCURS_IN,1
HAS_INITIAL_NODE,HAS_OR_EXHIBITS,1
ENSURES_COMPATIBILITY_OF,OTHER,1
ENSURES_FILLING_OF,OTHER,1
ENUMERATED_WITHIN,OTHER,1
HAS_EXPERIMENTAL_VALUES,HAS_OR_EXHIBITS,1
HAS_SIMULATED_VALUES,HAS_OR_EXHIBITS,1
DISCRETIZED_USING,OTHER,1
REFERENCES_SUBSET_IN,PUBLICATION_METADATA,1
MEASURES_CORRELATION_BETWEEN,CORRELATES_WITH,1
LEADS_TO_ELIMINATION_OF,CAUSES_OR_CONTRIBUTES_TO,1
MITIGATES_DEVIATION_IN,REDUCES_OR_INHIBITS,1
USED_TO_REDUCE,REDUCES_OR_INHIBITS,1
IS_CONFINED_TO,OTHER,1
HAS_DISORDER_PARAMETER,HAS_OR_EXHIBITS,1
INCREASES_RANDOMNESS_OF,PROMOTES_OR_INCREASES,1
ARE_STATISTICAL_QUANTITIES,OTHER,1
STORES_VIA,OTHER,1
ENABLES_HIGH_PERFORMANCE_IN,PROMOTES_OR_INCREASES,1
CLARIFIES_MECHANISM_OF,OTHER,1
PERFORMS_CV_ON,PRODUCES_OR_TRANSFORMS_TO,1
OPERATES_IN_VOLTAGE_RANGE,OTHER,1
OWES_PERFORMANCE_TO,PRODUCES_OR_TRANSFORMS_TO,1
INDUCES_ORDERING_IN,CAUSES_OR_CONTRIBUTES_TO,1
INDICATES_LOW_AMOUNT_OF,OBSERVES_OR_MEASURES,1
INFORMS_PARAMETERIZATION_OF,DESCRIBES_OR_DEFINES,1
UNDERGOES_REVERSIBLE_INTERCALATION,PROCESSED_OR_SUBJECTED_TO,1
HINDERS_INSERTION,REDUCES_OR_INHIBITS,1
ENABLES_SPONTANEOUS_INSERTION,PROMOTES_OR_INCREASES,1
RESULTS_IN_WEAK_INTERACTION,CAUSES_OR_CONTRIBUTES_TO,1
EVALUATES_INSERTION_ENERGY,OBSERVES_OR_MEASURES,1
POTENTIALLY_REPLACE,PRODUCES_OR_TRANSFORMS_TO,1
INDICATES_REVERSIBLE_INSERTION,OBSERVES_OR_MEASURES,1
WEAKENS_AND_ELONGATES,REDUCES_OR_INHIBITS,1
ESTIMATES_EFFECT_OF,MODELS_OR_PREDICTS,1
CREATES_SITES_FOR,PRODUCES_OR_TRANSFORMS_TO,1
MITIGATES_IMPACT_ON,AFFECTS_OR_INFLUENCES,1
IMPEDES_INSERTION_OF,OTHER,1
PROMOTES_INSERTION_OF,PROMOTES_OR_INCREASES,1
ELECTRONICALLY_COUPLES_WITH,OTHER,1
ADDRESSES_CHALLENGES_OF,PROCESSED_OR_SUBJECTED_TO,1
SYNTHESIZED_UNDER,OTHER,1
IMPROVES_DISTRIBUTION_AND_STABILITY,PROMOTES_OR_INCREASES,1
REVERSES_REDUCTION_OF,REDUCES_OR_INHIBITS,1
CALIBRATES_TO,OTHER,1
LEADS_TO_DECREASE_OF,CAUSES_OR_CONTRIBUTES_TO,1
HAS_ECSA_VALUE,HAS_OR_EXHIBITS,1
EXHIBITS_BETTER_STABILITY_THAN,HAS_OR_EXHIBITS,1
MAINTAINS_STRUCTURE_LEADING_TO,CAUSES_OR_CONTRIBUTES_TO,1
USED_FOR_COMPLEMENTARY_ANALYSIS,USES_OR_APPLIES_TO,1
ACCELERATES_ADSORPTION_OF,PROMOTES_OR_INCREASES,1
PROTECTS_FROM_DEGRADATION,PROMOTES_OR_INCREASES,1
PROBES_ELECTRONIC_STATE_OF,OTHER,1
EXHIBITS_HIGHER_OXIDATION_THAN,HAS_OR_EXHIBITS,1
ACCELERATES_PITTING_CORROSION_IN,PROMOTES_OR_INCREASES,1
EXISTS_ON_SURFACE_OF,OTHER,1
EXHIBITS_OPPOSITE_BEHAVIOR,HAS_OR_EXHIBITS,1
HAS_HIGHER_MASS_RATIO_THAN,HAS_OR_EXHIBITS,1
EXHIBITS_REFERENCE,PUBLICATION_METADATA,1
ARE_FITTED_AS,OTHER,1
DETECTS_LEACHING_OF,OBSERVES_OR_MEASURES,1
EXHIBITS_LATTICE_MATCHING_WITH,HAS_OR_EXHIBITS,1
FORM_HETEROJUNCTION_WITH,PRODUCES_OR_TRANSFORMS_TO,1
HAS_INTERFACIAL_DISTANCE,HAS_OR_EXHIBITS,1
DETECTS_PHASE_TRANSITION_IN,HAS_OR_EXHIBITS,1
CO_DISTRIBUTED_WITH,LOCATED_OR_OCCURS_IN,1
CONFIRMS_DISTRIBUTION_OF,OBSERVES_OR_MEASURES,1
PROMOTES_LEACHING_OF,PROMOTES_OR_INCREASES,1
PROMOTES_MIGRATION_FOR,PROMOTES_OR_INCREASES,1
ADSORB_ONTO,OTHER,1
ENABLE_REDUCTION_OF,PROMOTES_OR_INCREASES,1
ADSORB_ON,OTHER,1
EXHIBITS_WEAK_ADSORPTION_ON,HAS_OR_EXHIBITS,1
EXHIBITS_STRONGER_ADSORPTION_ON,HAS_OR_EXHIBITS,1
ESCAPES_AT,OTHER,1
INCREASES_TOUGHNESS_OF,PROMOTES_OR_INCREASES,1
POSSIBLY_INCLUDE,CONTAINS_OR_PART_OF,1
FULLY_PROPAGATES_IN,OTHER,1
PARTIALLY_PROPAGATES_IN,CONTAINS_OR_PART_OF,1
PREFERS_TO_APPEAR_NEAR,OTHER,1
MODERATES_ADSORPTION_OF,OTHER,1
RESISTS_DISSOLUTION_DURING,REDUCES_OR_INHIBITS,1
DEFINED_AS_RATIO_TO,DESCRIBES_OR_DEFINES,1
DETECTS_VOIDS_IN,OBSERVES_OR_MEASURES,1
CALCULATES_STRESS_FOR,MODELS_OR_PREDICTS,1
THINNED_TO_PRODUCE,PRODUCES_OR_TRANSFORMS_TO,1
USED_IN_THINNING,USES_OR_APPLIES_TO,1
USED_TO_REMOVE_DAMAGE,USES_OR_APPLIES_TO,1
USED_FOR_IMAGING,USES_OR_APPLIES_TO,1
PROPAGATES_AT,OTHER,1
ENABLE_FULL_PROPAGATION,PROMOTES_OR_INCREASES,1
RESTRICT_PROPAGATION,OTHER,1
INCREASE_DENSITY_AND_ALTER_CHARACTERISTICS,AFFECTS_OR_INFLUENCES,1
INDICATES_LIMITED,REDUCES_OR_INHIBITS,1
PRECEDENT,TEMPORAL_ORDER,1
DEPRESS,OTHER,1
IS_MORE,OTHER,1
CAUSES_INSIGNIFICANCE_TO,CAUSES_OR_CONTRIBUTES_TO,1
CAUSES_NEGATIVE_CORRELATION_WITH,CAUSES_OR_CONTRIBUTES_TO,1
INITIATES_DEFORMATION_IN,PRODUCES_OR_TRANSFORMS_TO,1
ANGLE_CALCULATED_WITH,MODELS_OR_PREDICTS,1
PREFERS_FORMING_ON,PRODUCES_OR_TRANSFORMS_TO,1
